Title,Score,Comment
겨울왕국 2,10,"수려한 영상미, 깊이 있는 음악, 화려한 엘사 의상에 반했어요^^ "
겨울왕국 2,10,인투디언너우 인가? 인투디언 노우인가? 아무튼 노래가 환상적이네요 환상에나라 에버랜드로  아 죄송합니다 너무나 재밌네요 100점!!!! 
겨울왕국 2,10,관람중 몇번이나 소름 돋았는지 
겨울왕국 2,7,너무 기대했었나...ㅠㅠ 
겨울왕국 2,10,전작보다 섬세해진 세계관이 마음에 들었습니다. 
겨울왕국 2,10,겨울왕국 세번 봤습니다 ㅠㅠ 
겨울왕국 2,6,재밓고그래픽이너무멓있어요 
겨울왕국 2,10,계속 보고 싶은 영화 이유는 모르겠는데 여운이 남고 감동적임 
겨울왕국 2,9,보통 속편은 우려먹기로 만들어 내는데 훌륭한 스토리였다. 
겨울왕국 2,10,개인적으로 적어도 전편 이상의 영화라고 생각.. 
겨울왕국 2,6,정말 아이들과 부모 모두에게 훌륭한 볼거리는 맞지만 1편의 영향때문인지 2편은 좀 기대 이하였습니다.그저 울라프 보는 즐거움이 대부분이었어요. 
겨울왕국 2,6,"겨울왕국 1에 비해 완성도 떨어지는 느낌. 몰입도도 떨어지고, 음악도 별로였다. 그래픽은 좋았음 !!! "
겨울왕국 2,10,애들이랑 같이 봤는데 나름 볼만하네요 
겨울왕국 2,10,어우..딸이 넘 사랑하는 엘따가 말타고 달릴 때저도 막 설레이더라구요ㅋㅋ3편도 나오겠죠?ㅋ 
겨울왕국 2,10,너무  잘 보앗어요~~~ 
겨울왕국 2,10,
겨울왕국 2,8,아이들과재미있게봤어요^^ 
겨울왕국 2,10,아이랑 같이 봤는데 재미있었어요! 
겨울왕국 2,6,"아이때문에 갔는데, 아이와 엄마는 재미있었다고 했고, 난 만화영화는 별로 안좋아해서 그런지 졸았다.ost는 좋았다. "
겨울왕국 2,10,
겨울왕국 2,10,영화가 너무재밌고한번 더 보고싶습니다. 
겨울왕국 2,10,
겨울왕국 2,10,
겨울왕국 2,1,무슨 내용인지 흐름이 없고언제 재미있게 되는지  기다리다 끝남. 
겨울왕국 2,6,왜 이걸 무조건 봐야되는 작품이라고 말하는지 모르겠다. 개인적으로 안보고 걸러도 됨. 영상미가 출중하지만 영상미가 스토리를 다 잡아 먹음. 2탄 스토리가 1탄과 연관성을 더 의문덩어리로 만들어 놓음. 구지 억지로 이렇게 이어 맞출려도 하지말고 전혀 다른 내용의 스토리로 만들지. OST가 좋다고 말하는데... 좋긴하지만 전작 OST가 넘 사벽이라... 비교하긴 어려울듯. 
겨울왕국 2,8,노래가 너무 많고 아주 조금 지루할뻔했으나 재밌었음 
겨울왕국 2,8,"""어른이 된다는 것은 세상과 나를 맞추는 것"" 한층 성장한 올라프와 주인공재벌가 두딸 집안 싸움 나지 않게 골고루 나눠준 부모님의 선견지명어렸을적 만화영화 갬성 땅 바람 불 물 "
겨울왕국 2,10,영상미에 한번빠지고 엘사 목소리에 한번더 빠졋다. 
겨울왕국 2,10,애니메이션으로 천만을 넘긴데는 이유가 있습니다. 
겨울왕국 2,10,꿀잼허니잼감동의감동연속 
겨울왕국 2,10,감동적이였어요...? 
겨울왕국 2,10,재미있음 완성도도 높네 
겨울왕국 2,8,전편보다  액션이 더화려하고  엘사  의상이 정말 예뻐요 
겨울왕국 2,3,나만 졸렸던거 아니죠...?? 
겨울왕국 2,10,
겨울왕국 2,10,말해뭐해요 겨울왕국 최고ㅠㅠㅠㅠ 
겨울왕국 2,9,
겨울왕국 2,9,1편이 더 낫다. 2편도 볼만했어요 
겨울왕국 2,6,소문 날 영상미에 먹잘 것 없는 스토리 아아아아 
겨울왕국 2,4,이게 어케 1300만이나 찍은영환지 의심스럽네요보다가 지루해서 잘뻔..1은 잼있었는데 쩝.. 
겨울왕국 2,10,50대인 엄마와 방금 함께 보고 왔는데 둘 다 1편보다도 더 재밌다고 할 정도로 재밌었다. 올라프 너무 귀여워서 나올 때마다 웃고 보면 너무 기분 좋아지는 영화라 추천 
겨울왕국 2,8,영상미 진짜 이뻐요 감탄하면서 봤어요ㅎㅎ ost도 좋고 
겨울왕국 2,8,
겨울왕국 2,10,노래 웅장함 덕분에 두번봤어요 ㅋㅋ 정말 좋아요 
겨울왕국 2,9,감동적이라서 울컥하는거 몇번이나 참음..이래서 성장드라마가 잘 팔리는거구만. 한번씩 못 참을 정도로 유치한 순간이 몇번 있지만 괜찮음.. 
겨울왕국 2,10,
겨울왕국 2,9,영상미는 압권.재미는 전작보다는 별로였던듯.음악도 쏘쏘 
겨울왕국 2,10,굿~~웅장함이 대박임 
겨울왕국 2,10,잼있습니다. 
겨울왕국 2,10,너무 좋아요 물론 더빙으로 봤지만 재미있었어요!! 제가 11월 24일쯤 봤는데 내일은 동생이랑 또 보러가요 ㅎㅎ 정말 강추입니다! 
겨울왕국 2,7,
겨울왕국 2,10,정말 재밌었습니다역시 기대를 저버리지 않았군요^_^정말 꿀잼!!!이걸 재미없어하는 사람들이 있으까요?겨울왕국은 천만을 쉽게 넘길 수 있는 영화라고 생각합니다.I love 겨울왕국2~~~~ 
겨울왕국 2,10,개인적으로 3번이상은 보고싶을정도♡ 
겨울왕국 2,4,노래가 과하게 많고 기억에 남는 노래도 없구스토리도 별루 
겨울왕국 2,9,제작진들 얼마나 갈았는지 영상미 끝내줍니다..소름 돋음 진짜. 울라프의 귀염움도 발전했고 개인적으로 1편보다 저 좋았음 
겨울왕국 2,10,아이와 함께 재미있게 보았습니다. 
겨울왕국 2,1,그냥 뭐랄까... 최하점 찍음 
겨울왕국 2,6,
겨울왕국 2,7,역대급ost와 최고의 영상미 하지만 전작에 비해 아쉬운 스토리 
겨울왕국 2,10,올라프가 영화의 흐름을 이끌어가고대사하나하나가 주옥같음사회생활하며 지친마음이 치료되는 느낌이었음 
겨울왕국 2,6,어른들을 위한 겨울왕국 
겨울왕국 2,4,"근 10년간 불면증에 시달렸습니다만, 본 영화를 벗삼아 드디어 2시간 가량의 깊은 숙면을 취할 수 있었읍니다. 참으로 지루했지만, 한편으로 저에게 형언할 수 없는 잠의 감동을 안겨준 영화입니다. "
겨울왕국 2,10,
겨울왕국 2,8,아이들이 한번 더 보고 싶다고 해요 
겨울왕국 2,6,그냥 그래요 1이 더 재밌었던거 같음 울라프 귀엽네요 끝 
겨울왕국 2,10,
겨울왕국 2,10,노래가 진짜 신나요 중독성 있음 아아아아~ 
겨울왕국 2,9,乃 
겨울왕국 2,8,역시 ost가 좋습니다 재미도 있네요 
겨울왕국 2,10,좋은 애니메이션이고 진보된 기술력을 느꼈습니다 
겨울왕국 2,10,아이보단 어른을 위한 영화였다는 생각이 드는 
겨울왕국 2,7,영상미는 정말 대박이었지만 스토리는 조금 지루했던감이 있었어요 
겨울왕국 2,10,남자 아이들도 좋아하고 잘 봤습니다. 
겨울왕국 2,10,show yourself  는 볼 때마다 눈물 
겨울왕국 2,10,말이 필요없는 영화 정말 굿! 
겨울왕국 2,10,시즌2도 역시나 재밌네요 굿굿 
겨울왕국 2,8,아이들이 오래간만에 즐거워하고 1편을 기억나게 했고 울라프에 연기가 아이들을 웃게했어요~~^^ 
겨울왕국 2,10,하아아아~ 하아아아~~~ 
겨울왕국 2,5,얕은 재미와 감동 
겨울왕국 2,5,종합적으로 속편을 만들기 위해 무리함. 중반까지 설정과 동기가 약하고 노래도 너무 많다.  그마저 노래도 임팩트가 약함. 후반부 아토할란 등장부터 페이스 살아남. 
겨울왕국 2,10,ㅇ 
겨울왕국 2,10,
겨울왕국 2,6,겨울왕국1과 너무 완성도 면에서 개인적으로 크게 밀렸지만 OST는 좋았어요. In to the unknown 
겨울왕국 2,8,겨울왕국1이 더 재미있었어요 ㅠㅠ 
겨울왕국 2,10,1편보다 더 멋지고 웅장했다 진정한 전사 엘사♡ 
겨울왕국 2,10,너무 재밌고 감동적임♡ 
겨울왕국 2,10,가족이 함께 관람하기 최고입니다아이들에게 감동의 물결이 넘쳤습니다좋은  영화 감사합니다^ ^ 
겨울왕국 2,8,엘사가 다함 ㅋ show your self 
겨울왕국 2,6,
겨울왕국 2,10,존잼 
겨울왕국 2,10,
겨울왕국 2,10,볼거리가 많아서 즐거웠어요 디즈니 최고 
